,img_path,M,F,0's,10's,20's,30's,40's,50's,60+
0,F0001_IND_D_18_-45_01.JPG,0,1,0,1,0,0,0,0,0
1,F0001_IND_D_18_-45_02.JPG,0,1,0,1,0,0,0,0,0
2,F0001_IND_D_18_-45_03.JPG,0,1,0,1,0,0,0,0,0
3,F0001_IND_D_18_-45_04.JPG,0,1,0,1,0,0,0,0,0
4,F0001_IND_D_18_-90_01.JPG,0,1,0,1,0,0,0,0,0
5,F0001_IND_D_18_-90_02.JPG,0,1,0,1,0,0,0,0,0
6,F0001_IND_D_18_-90_03.JPG,0,1,0,1,0,0,0,0,0
7,F0001_IND_D_18_-90_04.JPG,0,1,0,1,0,0,0,0,0
8,F0001_IND_D_18_0_01.JPG,0,1,0,1,0,0,0,0,0
9,F0001_IND_D_18_0_02.JPG,0,1,0,1,0,0,0,0,0
10,F0001_IND_D_18_0_03.JPG,0,1,0,1,0,0,0,0,0
11,F0001_IND_D_18_0_04.JPG,0,1,0,1,0,0,0,0,0
12,F0001_IND_D_18_0_05.JPG,0,1,0,1,0,0,0,0,0
13,F0001_IND_D_18_45_01.JPG,0,1,0,1,0,0,0,0,0
14,F0001_IND_D_18_45_02.JPG,0,1,0,1,0,0,0,0,0
15,F0001_IND_D_18_45_03.JPG,0,1,0,1,0,0,0,0,0
16,F0001_IND_D_18_45_04.JPG,0,1,0,1,0,0,0,0,0
17,F0001_IND_D_18_90_01.JPG,0,1,0,1,0,0,0,0,0
18,F0001_IND_D_18_90_02.JPG,0,1,0,1,0,0,0,0,0
19,F0001_IND_D_18_90_03.JPG,0,1,0,1,0,0,0,0,0
20,F0001_IND_D_18_90_04.JPG,0,1,0,1,0,0,0,0,0
21,F0001_IND_GM_75_-45_01.JPG,0,1,0,0,0,0,0,0,1
22,F0001_IND_GM_75_-45_02.JPG,0,1,0,0,0,0,0,0,1
23,F0001_IND_GM_75_-45_03.JPG,0,1,0,0,0,0,0,0,1
24,F0001_IND_GM_75_-45_04.JPG,0,1,0,0,0,0,0,0,1
25,F0001_IND_GM_75_-90_01.JPG,0,1,0,0,0,0,0,0,1
26,F0001_IND_GM_75_-90_02.JPG,0,1,0,0,0,0,0,0,1
27,F0001_IND_GM_75_-90_03.JPG,0,1,0,0,0,0,0,0,1
28,F0001_IND_GM_75_-90_04.JPG,0,1,0,0,0,0,0,0,1
29,F0001_IND_GM_75_0_01.JPG,0,1,0,0,0,0,0,0,1
30,F0001_IND_GM_75_0_02.JPG,0,1,0,0,0,0,0,0,1
31,F0001_IND_GM_75_0_03.JPG,0,1,0,0,0,0,0,0,1
32,F0001_IND_GM_75_0_04.JPG,0,1,0,0,0,0,0,0,1
33,F0001_IND_GM_75_0_05.JPG,0,1,0,0,0,0,0,0,1
34,F0001_IND_GM_75_45_01.JPG,0,1,0,0,0,0,0,0,1
35,F0001_IND_GM_75_45_02.JPG,0,1,0,0,0,0,0,0,1
36,F0001_IND_GM_75_45_03.JPG,0,1,0,0,0,0,0,0,1
37,F0001_IND_GM_75_45_04.JPG,0,1,0,0,0,0,0,0,1
38,F0001_IND_GM_75_90_01.JPG,0,1,0,0,0,0,0,0,1
39,F0001_IND_GM_75_90_02.JPG,0,1,0,0,0,0,0,0,1
40,F0001_IND_GM_75_90_03.JPG,0,1,0,0,0,0,0,0,1
41,F0001_IND_GM_75_90_04.JPG,0,1,0,0,0,0,0,0,1
42,F0001_IND_M_45_-45_01.JPG,0,1,0,0,0,0,1,0,0
43,F0001_IND_M_45_-45_02.JPG,0,1,0,0,0,0,1,0,0
44,F0001_IND_M_45_-45_03.JPG,0,1,0,0,0,0,1,0,0
45,F0001_IND_M_45_-45_04.JPG,0,1,0,0,0,0,1,0,0
46,F0001_IND_M_45_-90_01.JPG,0,1,0,0,0,0,1,0,0
47,F0001_IND_M_45_-90_02.JPG,0,1,0,0,0,0,1,0,0
48,F0001_IND_M_45_-90_03.JPG,0,1,0,0,0,0,1,0,0
49,F0001_IND_M_45_-90_04.JPG,0,1,0,0,0,0,1,0,0
50,F0001_IND_M_45_0_01.JPG,0,1,0,0,0,0,1,0,0
51,F0001_IND_M_45_0_02.JPG,0,1,0,0,0,0,1,0,0
52,F0001_IND_M_45_0_03.JPG,0,1,0,0,0,0,1,0,0
53,F0001_IND_M_45_0_04.JPG,0,1,0,0,0,0,1,0,0
54,F0001_IND_M_45_0_05.JPG,0,1,0,0,0,0,1,0,0
55,F0001_IND_M_45_45_01.JPG,0,1,0,0,0,0,1,0,0
56,F0001_IND_M_45_45_02.JPG,0,1,0,0,0,0,1,0,0
57,F0001_IND_M_45_45_03.JPG,0,1,0,0,0,0,1,0,0
58,F0001_IND_M_45_45_04.JPG,0,1,0,0,0,0,1,0,0
59,F0001_IND_M_45_90_01.JPG,0,1,0,0,0,0,1,0,0
60,F0001_IND_M_45_90_02.JPG,0,1,0,0,0,0,1,0,0
61,F0001_IND_M_45_90_03.JPG,0,1,0,0,0,0,1,0,0
62,F0001_IND_M_45_90_04.JPG,0,1,0,0,0,0,1,0,0
63,F0002_IND_GM_75_-45_01.JPG,0,1,0,0,0,0,0,0,1
64,F0002_IND_GM_75_-45_02.JPG,0,1,0,0,0,0,0,0,1
65,F0002_IND_GM_75_-45_03.JPG,0,1,0,0,0,0,0,0,1
66,F0002_IND_GM_75_-45_04.JPG,0,1,0,0,0,0,0,0,1
67,F0002_IND_GM_75_-90_01.JPG,0,1,0,0,0,0,0,0,1
68,F0002_IND_GM_75_-90_02.JPG,0,1,0,0,0,0,0,0,1
69,F0002_IND_GM_75_-90_03.JPG,0,1,0,0,0,0,0,0,1
70,F0002_IND_GM_75_-90_04.JPG,0,1,0,0,0,0,0,0,1
71,F0002_IND_GM_75_0_01.JPG,0,1,0,0,0,0,0,0,1
72,F0002_IND_GM_75_0_02.JPG,0,1,0,0,0,0,0,0,1
73,F0002_IND_GM_75_0_03.JPG,0,1,0,0,0,0,0,0,1
74,F0002_IND_GM_75_0_04.JPG,0,1,0,0,0,0,0,0,1
75,F0002_IND_GM_75_0_05.JPG,0,1,0,0,0,0,0,0,1
76,F0002_IND_GM_75_45_01.JPG,0,1,0,0,0,0,0,0,1
77,F0002_IND_GM_75_45_02.JPG,0,1,0,0,0,0,0,0,1
78,F0002_IND_GM_75_45_03.JPG,0,1,0,0,0,0,0,0,1
79,F0002_IND_GM_75_45_04.JPG,0,1,0,0,0,0,0,0,1
80,F0002_IND_GM_75_90_01.JPG,0,1,0,0,0,0,0,0,1
81,F0002_IND_GM_75_90_02.JPG,0,1,0,0,0,0,0,0,1
82,F0002_IND_GM_75_90_03.JPG,0,1,0,0,0,0,0,0,1
83,F0002_IND_GM_75_90_04.JPG,0,1,0,0,0,0,0,0,1
84,F0002_IND_M_45_-45_01.JPG,0,1,0,0,0,0,1,0,0
85,F0002_IND_M_45_-45_02.JPG,0,1,0,0,0,0,1,0,0
86,F0002_IND_M_45_-45_03.JPG,0,1,0,0,0,0,1,0,0
87,F0002_IND_M_45_-45_04.JPG,0,1,0,0,0,0,1,0,0
88,F0002_IND_M_45_-90_01.JPG,0,1,0,0,0,0,1,0,0
89,F0002_IND_M_45_-90_02.JPG,0,1,0,0,0,0,1,0,0
90,F0002_IND_M_45_-90_03.JPG,0,1,0,0,0,0,1,0,0
91,F0002_IND_M_45_-90_04.JPG,0,1,0,0,0,0,1,0,0
92,F0002_IND_M_45_0_01.JPG,0,1,0,0,0,0,1,0,0
93,F0002_IND_M_45_0_02.JPG,0,1,0,0,0,0,1,0,0
94,F0002_IND_M_45_0_03.JPG,0,1,0,0,0,0,1,0,0
95,F0002_IND_M_45_0_04.JPG,0,1,0,0,0,0,1,0,0
96,F0002_IND_M_45_0_05.JPG,0,1,0,0,0,0,1,0,0
97,F0002_IND_M_45_45_01.JPG,0,1,0,0,0,0,1,0,0
98,F0002_IND_M_45_45_02.JPG,0,1,0,0,0,0,1,0,0
99,F0002_IND_M_45_45_03.JPG,0,1,0,0,0,0,1,0,0
100,F0002_IND_M_45_45_04.JPG,0,1,0,0,0,0,1,0,0
101,F0002_IND_M_45_90_01.JPG,0,1,0,0,0,0,1,0,0
102,F0002_IND_M_45_90_02.JPG,0,1,0,0,0,0,1,0,0
103,F0002_IND_M_45_90_03.JPG,0,1,0,0,0,0,1,0,0
104,F0002_IND_M_45_90_04.JPG,0,1,0,0,0,0,1,0,0
105,F0002_IND_S_16_-45_01.JPG,1,0,0,1,0,0,0,0,0
106,F0002_IND_S_16_-45_02.JPG,1,0,0,1,0,0,0,0,0
107,F0002_IND_S_16_-45_03.JPG,1,0,0,1,0,0,0,0,0
108,F0002_IND_S_16_-45_04.JPG,1,0,0,1,0,0,0,0,0
109,F0002_IND_S_16_-90_01.JPG,1,0,0,1,0,0,0,0,0
110,F0002_IND_S_16_-90_02.JPG,1,0,0,1,0,0,0,0,0
111,F0002_IND_S_16_-90_03.JPG,1,0,0,1,0,0,0,0,0
112,F0002_IND_S_16_-90_04.JPG,1,0,0,1,0,0,0,0,0
113,F0002_IND_S_16_0_01.JPG,1,0,0,1,0,0,0,0,0
114,F0002_IND_S_16_0_02.JPG,1,0,0,1,0,0,0,0,0
115,F0002_IND_S_16_0_03.JPG,1,0,0,1,0,0,0,0,0
116,F0002_IND_S_16_0_04.JPG,1,0,0,1,0,0,0,0,0
117,F0002_IND_S_16_0_05.JPG,1,0,0,1,0,0,0,0,0
118,F0002_IND_S_16_45_01.JPG,1,0,0,1,0,0,0,0,0
119,F0002_IND_S_16_45_02.JPG,1,0,0,1,0,0,0,0,0
120,F0002_IND_S_16_45_03.JPG,1,0,0,1,0,0,0,0,0
121,F0002_IND_S_16_45_04.JPG,1,0,0,1,0,0,0,0,0
122,F0002_IND_S_16_90_01.JPG,1,0,0,1,0,0,0,0,0
123,F0002_IND_S_16_90_02.JPG,1,0,0,1,0,0,0,0,0
124,F0002_IND_S_16_90_03.JPG,1,0,0,1,0,0,0,0,0
125,F0002_IND_S_16_90_04.JPG,1,0,0,1,0,0,0,0,0
126,F0003_IND_D_14_-45_01.JPG,0,1,0,1,0,0,0,0,0
127,F0003_IND_D_14_-45_02.JPG,0,1,0,1,0,0,0,0,0
128,F0003_IND_D_14_-45_03.JPG,0,1,0,1,0,0,0,0,0
129,F0003_IND_D_14_-45_04.JPG,0,1,0,1,0,0,0,0,0
130,F0003_IND_D_14_-90_01.JPG,0,1,0,1,0,0,0,0,0
131,F0003_IND_D_14_-90_02.JPG,0,1,0,1,0,0,0,0,0
132,F0003_IND_D_14_-90_03.JPG,0,1,0,1,0,0,0,0,0
133,F0003_IND_D_14_-90_04.JPG,0,1,0,1,0,0,0,0,0
134,F0003_IND_D_14_0_01.JPG,0,1,0,1,0,0,0,0,0
135,F0003_IND_D_14_0_02.JPG,0,1,0,1,0,0,0,0,0
136,F0003_IND_D_14_0_03.JPG,0,1,0,1,0,0,0,0,0
137,F0003_IND_D_14_0_04.JPG,0,1,0,1,0,0,0,0,0
138,F0003_IND_D_14_0_05.JPG,0,1,0,1,0,0,0,0,0
139,F0003_IND_D_14_45_01.JPG,0,1,0,1,0,0,0,0,0
140,F0003_IND_D_14_45_02.JPG,0,1,0,1,0,0,0,0,0
141,F0003_IND_D_14_45_03.JPG,0,1,0,1,0,0,0,0,0
142,F0003_IND_D_14_45_04.JPG,0,1,0,1,0,0,0,0,0
143,F0003_IND_D_14_90_01.JPG,0,1,0,1,0,0,0,0,0
144,F0003_IND_D_14_90_02.JPG,0,1,0,1,0,0,0,0,0
145,F0003_IND_D_14_90_03.JPG,0,1,0,1,0,0,0,0,0
146,F0003_IND_D_14_90_04.JPG,0,1,0,1,0,0,0,0,0
147,F0003_IND_GM_68_-45_01.JPG,0,1,0,0,0,0,0,0,1
148,F0003_IND_GM_68_-45_02.JPG,0,1,0,0,0,0,0,0,1
149,F0003_IND_GM_68_-45_03.JPG,0,1,0,0,0,0,0,0,1
150,F0003_IND_GM_68_-45_04.JPG,0,1,0,0,0,0,0,0,1
151,F0003_IND_GM_68_-90_01.JPG,0,1,0,0,0,0,0,0,1
152,F0003_IND_GM_68_-90_02.JPG,0,1,0,0,0,0,0,0,1
153,F0003_IND_GM_68_-90_03.JPG,0,1,0,0,0,0,0,0,1
154,F0003_IND_GM_68_-90_04.JPG,0,1,0,0,0,0,0,0,1
155,F0003_IND_GM_68_0_01.JPG,0,1,0,0,0,0,0,0,1
156,F0003_IND_GM_68_0_02.JPG,0,1,0,0,0,0,0,0,1
157,F0003_IND_GM_68_0_03.JPG,0,1,0,0,0,0,0,0,1
158,F0003_IND_GM_68_0_04.JPG,0,1,0,0,0,0,0,0,1
159,F0003_IND_GM_68_0_05.JPG,0,1,0,0,0,0,0,0,1
160,F0003_IND_GM_68_45_01.JPG,0,1,0,0,0,0,0,0,1
161,F0003_IND_GM_68_45_02.JPG,0,1,0,0,0,0,0,0,1
162,F0003_IND_GM_68_45_03.JPG,0,1,0,0,0,0,0,0,1
163,F0003_IND_GM_68_45_04.JPG,0,1,0,0,0,0,0,0,1
164,F0003_IND_GM_68_90_01.JPG,0,1,0,0,0,0,0,0,1
165,F0003_IND_GM_68_90_02.JPG,0,1,0,0,0,0,0,0,1
166,F0003_IND_GM_68_90_03.JPG,0,1,0,0,0,0,0,0,1
167,F0003_IND_GM_68_90_04.JPG,0,1,0,0,0,0,0,0,1
168,F0003_IND_M_39_-45_01.JPG,0,1,0,0,0,1,0,0,0
169,F0003_IND_M_39_-45_02.JPG,0,1,0,0,0,1,0,0,0
170,F0003_IND_M_39_-45_03.JPG,0,1,0,0,0,1,0,0,0
171,F0003_IND_M_39_-45_04.JPG,0,1,0,0,0,1,0,0,0
172,F0003_IND_M_39_-90_01.JPG,0,1,0,0,0,1,0,0,0
173,F0003_IND_M_39_-90_02.JPG,0,1,0,0,0,1,0,0,0
174,F0003_IND_M_39_-90_03.JPG,0,1,0,0,0,1,0,0,0
175,F0003_IND_M_39_-90_04.JPG,0,1,0,0,0,1,0,0,0
176,F0003_IND_M_39_0_01.JPG,0,1,0,0,0,1,0,0,0
177,F0003_IND_M_39_0_02.JPG,0,1,0,0,0,1,0,0,0
178,F0003_IND_M_39_0_03.JPG,0,1,0,0,0,1,0,0,0
179,F0003_IND_M_39_0_04.JPG,0,1,0,0,0,1,0,0,0
180,F0003_IND_M_39_0_05.JPG,0,1,0,0,0,1,0,0,0
181,F0003_IND_M_39_45_01.JPG,0,1,0,0,0,1,0,0,0
182,F0003_IND_M_39_45_02.JPG,0,1,0,0,0,1,0,0,0
183,F0003_IND_M_39_45_03.JPG,0,1,0,0,0,1,0,0,0
184,F0003_IND_M_39_45_04.JPG,0,1,0,0,0,1,0,0,0
185,F0003_IND_M_39_90_01.JPG,0,1,0,0,0,1,0,0,0
186,F0003_IND_M_39_90_02.JPG,0,1,0,0,0,1,0,0,0
187,F0003_IND_M_39_90_03.JPG,0,1,0,0,0,1,0,0,0
188,F0003_IND_M_39_90_04.JPG,0,1,0,0,0,1,0,0,0
189,F0004_IND_D_12_-45_01.JPG,0,1,0,1,0,0,0,0,0
190,F0004_IND_D_12_-45_02.JPG,0,1,0,1,0,0,0,0,0
191,F0004_IND_D_12_-45_03.JPG,0,1,0,1,0,0,0,0,0
192,F0004_IND_D_12_-45_04.JPG,0,1,0,1,0,0,0,0,0
193,F0004_IND_D_12_-90_01.JPG,0,1,0,1,0,0,0,0,0
194,F0004_IND_D_12_-90_02.JPG,0,1,0,1,0,0,0,0,0
195,F0004_IND_D_12_-90_03.JPG,0,1,0,1,0,0,0,0,0
196,F0004_IND_D_12_-90_04.JPG,0,1,0,1,0,0,0,0,0
197,F0004_IND_D_12_0_01.JPG,0,1,0,1,0,0,0,0,0
198,F0004_IND_D_12_0_02.JPG,0,1,0,1,0,0,0,0,0
199,F0004_IND_D_12_0_03.JPG,0,1,0,1,0,0,0,0,0
200,F0004_IND_D_12_0_04.JPG,0,1,0,1,0,0,0,0,0
201,F0004_IND_D_12_0_05.JPG,0,1,0,1,0,0,0,0,0
202,F0004_IND_D_12_45_01.JPG,0,1,0,1,0,0,0,0,0
